no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
3146,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,13000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3158,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72698,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100383,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,37000,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,
3173,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,4,,0,0,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,1,,,40,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,7,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,27229,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,52500,,,,,,0,,,0,,0,1,0,,1,,,,,,,0,1,0,,,0,
3176,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,1,0.5,0,,0,0,,,,,,0,0,,2,,0,1,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,1,0,,0,,,0,,,5,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,79,,,0.5,0.5,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0.5,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,3790,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,3000,,,,,,0,,,0,,0,0,0,,1,,,,,,,0,1,0,,,0,
3187,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40500,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3194,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3207,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,391981,,,,286359,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,28000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3211,,0,0,0,276,0,0,,,0,20,2,0,0,,8165,8800.17,,,7060.96,,0,4,0,,0,8827.96,0,,0,0,1,1,,,,181,1,0,1,,0,0,0,,0,0,,70222.4,2,6,0,,0,1,0,,,0,300000,0,0,8827.96,,0,0,491.56,1,0,,,,0,0,0,,,0,1,0,8827.96,,9,0,0,,,0,,0,0,1,0,2,0,0,8827.96,0,0,0,,0,0,1,0,4650.88,0,,,2,,6,0,0.84675,0,,,0,0,,,,,,,0,,0,1,0,17,,0,0,0,0,292,,0,0,,0,,1,0,0,,,,1,0,1,0,8708.77,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,,,,0,0,0,0,0,8827.96,0,,1,1,8827.96,,0,,,,0,0,0,,4,0,0,6779,,,1,8827.96,0,,0,,20,,,5,0,292,1,0,,0,1,,5399.46,0,1,0,0,,5,0,2,0,0,8800.17,0,25000,0,,39,0,,,0,35,,0,5000,3,,,,,0,0,,0,0,0,0,0,0,2,,,0,,,,0,7,0,,0,0,
3226,,,0,0,,0,0,,,0,,2,0,0,,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,3,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,43,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,2,0,0,,0,,,,0,0,,,0,0,,0,3000,,,,,,0,,,0,,0,2,0,,2,,,,,,,0,1,0,,,0,
3230,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3231,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3244,,,0,0,,0,0,,,0,,2,0,0,,14508,0,,,0,,,,0,,0,0,-5524.62,,0,0,,,,,,32,0,,3,,0,0,0,,0,0,,91102.27,0,0,,,0,0,0,,,0,,0,,0,,0,0,637.72,,0,,,,0,0,0,,,,,0,,,96,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,8962.72,0,,,1,,0,,0.789480769,,,,0,0,,,,,,,0,,0,,0,39,,,0,0,0,,,0,0,,0,,,0,0,,,,0,0,0,0,4971.89,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,0,,0,0,,,0,,9640.19,,1,0,1,,0,0,1,0,0,,0,65000,,,5,0,,,0,5,,0,13000,,,,,,0,,,0,,4,0,0,,1,,,,,2,,0,1,0,,0,0,
3264,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3274,,,0,0,,0,0,,,0,,2,0,0,0,,0,,813.1,0,,,,0,,0,4,0,,0,0,,,,,71.92,49,0,,,,0,0,0,,0,0,,,0,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,184.24,0,0,,0,,,1,,,,0,0,,,0,162.62,0,0,0,68.74,,,0,0,251.79,0,0,7721,0,0,0,,,0,0,,1,,0,,,,1,,0,0,,,,,,,0,,0,,0,,,,0,4,0,,,0,0,,0,1,,251.79,0,,,,1,11,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,0,,0,,,0,0,,,0,,0,,1,0,0,,0,0,3,0,0,,0,,,0,11,0,,,0,0,,0,,,,,,,0,,,0,,0,3,0,,3,,,,,,,0,1,0,,0,0,
3304,,,0,0,,0,0,,,0,,1,0,0,,6323,0,,,0,,,,0,,0,7989,-12481.99,,0,0,,,,,,35,0,,4,,0,0,0,,0,0,,124466.62,0,0,,,0,0,0,,,0,,0,,0,,0,0,871.27,,0,,,,0,0,0,,0,,,0,,,111,0,0,,,0,,0,0,1,-0.8,,,0,0,0,1,0,,0,0,0,,30115.01,0,,,1,,0,,1.005475,,,,0,0,,,,1,,,0,,0,,0,92,,,0,7989.8,0,,,0,0,,0,,,0,0,,70600,,2,0,0,0,9313.47,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,1,0,0,0,,0,,,0,0,,0,,,,,0,0,262107,,0,0,189475,,,1,0,0,1,,,,,0,0,0,,0,7986,,,0,,30432.55,,1,0,0,,0,0,1,0,0,,0,150000,,,8,0,,,0,8,,0,30000,,,,,,0,,,0,,0,0,0,,1,,,,,,,0,1,0,,0,0,
3306,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,32000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
3325,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359900,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,,,0,0,,0,0,,,1,,2,0,0,,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,1,,0,0,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,1,0,,,1,,,,0,0,2,,,,,1,,,67,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,0,0,0,,,0,,,2,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,2,0,0,,0,,,,0,0,,,0,0,,1,92000,,,,,,0,,,0,,0,1,0,,2,,,,,1,,0,3,0,,,0,
3360,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,,0,0,0,3603,0,0,,,0,99,1,0,0,0,1797,6000,,,6000,,1,1,0,,1,6761,-1582.11,,0,0,0,,,,,29,1,,1,,0,1,0,,0,0,,15216.18,5,1,0,,0,1,0,,,0,0,0,0,0,,0,0,106.51,,0,,,,0,0,0,,0,0,,1,0,,109,0,0,,,0,,0,0,3,0,4,0,0,6000,0,0,0,14905,0,0,0,0,6005.7,0,1,,4,,1,0,0.913083333,0,,,0,0,,,,1,,,0,,0,0,0,,,6000,760,761,0,3620,,0,0,,0,,,0,0,,110800,,2,0,1,0,2559.32,0,0,0,0,,761,,0,0,0,0,760,0,1,0,,0,,,,0,0,0,0,0,6000,1,,,1,6000,,0,,,,0,0,0,,1,0,0,,,,1,0,0,1,,,99,,0,1,0,3620,0,760,,0,0,,6336.54,,1,0,0,,1,0,6,0,0,0,0,30000,,,8,0,,,0,6,,0,6000,,,,,,0,,,0,0,0,1,0,0,6,,,,,2,,0,5,0,,0,0,
3372,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,
3377,,,0,0,,0,0,,,0,,2,2,0,0,153,0,,,0,,,,0,,0,0,0,,0,0,,,,,,43,1,,,,0,0,0,,0,0,,1701.78,0,0,,,0,0,0,,,0,,0,,0,,0,0,11.91,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,2,0,,,0,0,0,0,0,6787.23,0,0,0,,3320.21,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,,,,0,1.3,0,,,0,0,,0,,,0,0,,,,0,0,0,0,158.48,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,,,0,0,,0,0,,,0,,3299.81,,1,0,0,,0,0,2,0,0,,0,15000,,,5,0,,,0,5,,0,3000,,,,,,0,,,0,,0,0,0,,2,,,,,,,0,1,0,,0,0,
3379,,0,0,0,17,0,0,,,2,20,2,0,0,0,,5877.08,6,2.05,5877.08,,1,4,0,,0,5877.08,0,,0,0,1,,,,,1,1,0,1,,0,0,0,0,0,0,,,2,7,0,,,1,0,,,0,210000,0,0,5877.08,,0,0,,1,2,0,,,0.82,0,0,,,0,,1,5877.08,,,0,0,,,0,0.41,0,0,0,5877.9,4,0,0,5877.08,2.47,0,0,,0,0,1,0,,0,0,2,2,3,7,0,,0,1,,0,0,,,,,,1,0,,0,1,1,16,,0,0,0,0,34,,0,0,,0,1,1,2.47,0,,,,2,1,1,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,,201150,,0,0,0,0,0,5877.08,0,0,1,0,5877.08,,0,,,,0,0,0,374484,4,0,0,262139,,,1,5877.08,0,,0,,20,0,,6,,34,1,0,1,0,0,,0,0,1,0,0,,6,0,2,0,0,5877.08,0,,0,0,1,0,,,0,0,5877.08,1,,,,,,,0,0,,0,0,0,1,0,0,2,,,0,,1,,0,7,0,,0,0,210000
3393,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,1,1200,0,,0,0,,,,,,0,1,,,,0,1,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,0,,,0,,,,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,6843.91,0,0,0,,,0,1,,1,,0,,,,,,0,0,,,,1,,,0,,0,,0,,,,1200,1200,,,,0,,,0,,,0,0,,32000,,0,0,0,0,0,0,,,,,1200,,,0,0,,1200,0,,,,0,,,,0,0,0,0,0,,1,,,0,0,,0,,,,,0,0,,,0,0,,,,1,0,1,,,,,,,0,,,0,1200,,,0,,0,,0,0,,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,,,,,,,0,,,0,,,0,0,,1,,,,,,,0,1,0,,,0,
3394,2054.47,21271.92,0,0,1025,0,30000,97548,,1,30,1,0,0,0,20921,21271.92,,40476.7,37099.92,,1,4,1,,0,40069.92,-26207.37,,0,0,0,1,,2,141.47,86,1,0,4,,1,0,0,,11,0,,268443.28,2,13,0,,0,3,0,0,,0.01,0,0,0,17203.16,,0,0,1879.1,0,0,,,1,4894.16,0,0,,,0,6,2,17203.16,,118,0,0,0,,3,8095.34,0,0,1,-571.32,4,0,0,37099.92,2631.68,0,0,27025,0,0,1,638282.54,23014,0,0,3,4,,13,0,1.093484127,0,1,,0,0,0,,,,,,99555.56,,0,1,0,44,,0,0,0,1,1042,,0,0,,0,1,1,2631.67,1,,,,1,3,3,0,22468.27,0,125326.08,0,0,,0,100000,0,0,0,0,0,0,1,0,1864910,0,,,,0,0,0,0,0,37099.92,0,,1,1,37099.92,,0,,1980000,1864910,0,0,0,,4,0,100000,2110413,,,1,17203.16,0,1,0,,30,1,0,6,0,1042,1,0,,0,49,0,23002,0,1,0,1,1,6,0,11,0,0,0,0,105000,0,0,15,0,,0.01,893.48,12,,0,21000,4,,0,0,0,2970,0,,0,0,4,6,0,0,11,,3332.71,0,1500,1,5387.18,0,11,0,52,0.01,0,
3413,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,,,0,0,,0,0,,,0,,1,0,0,94000,2916,0,,,0,,,,0,3772,2,11374,0,,0,0,,,,,,18,0,,,,0,1,0,,0,0,,27073.27,1,0,0,,0,0,0,,,0,,0,,906,,0,0,189.51,,0,,,,0,0,0,88900,0,,,0,,,124,0,0,,,0,,0,0,2,0,,,0,906,0,0,0,16215,0,0,0,0,3641.14,0,1,,2,,0,,0.771416667,,,,0,0,,,,1,,,0,,0,,0,,,,3772,10468,0,,,0,0,,0,,,0,0,,88900,,2,0,0,0,1921.64,0,0,,0,,3772,,,0,0,,3772,0,,,,0,,,,0,0,0,0,0,,2,,,1,906,,0,,,,,0,0,,,0,0,,,,1,906,0,,,,,,,0,0,,1,10468,,,1,,6115.77,,1,0,0,,0,0,4,0,0,,0,30000,,,8,0,,,0,8,,0,6000,0,,,,,0,,,0,,0,0,0,,4,,,,,2,,0,3,0,,0,0,
3417,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
3421,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
